Contact_ID,Start_Term_and_Year,Program_Desc,IPEDS_Ethnicities,IPEDS_Hispanic,Sex,Created_Date,Complete_Date,Admit_Date,Deposit_Date
001106,Fall 2022,Management - MS,White/Caucasian,Hispanic,Male,12/26/2021,2/3/2022,2/15/2022,3/22/2022
001107,Fall 2022,Management - MS,White/Caucasian,Hispanic,Female,12/24/2021,1/20/2022,2/5/2022,
001108,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Female,10/29/2020,1/25/2021,2/20/2021,2/24/2021
001109,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,12/15/2018,4/11/2019,5/10/2019,7/18/2019
001110,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,11/1/2021,,,
001111,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,11/23/2020,2/9/2021,,
001112,Spring 2023,Technology Management - MS,Asian,Non-Hispanic,Female,4/13/2022,6/24/2022,7/7/2022,
001113,Fall 2021,Business - PHD,Not Reported,Non-Hispanic,Male,2/15/2021,,,
001114,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,1/21/2020,7/26/2020,,
001115,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/17/2021,3/31/2021,4/2/2021,
001116,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,5/8/2019,,,
001117,Fall 2019,Management - MS,White/Caucasian,Non-Hispanic,Female,1/16/2019,2/7/2019,2/23/2019,
001118,Fall 2019,Management - MS,White/Caucasian,Non-Hispanic,Male,6/18/2019,,,
001119,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Male,1/6/2022,4/5/2022,4/14/2022,5/19/2022
001120,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Female,7/20/2020,4/14/2021,4/20/2021,4/20/2021
001121,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Male,2/20/2020,6/6/2022,6/22/2022,
001122,Fall 2019,Management - MS,Two or More,Non-Hispanic,Female,11/18/2018,1/16/2019,2/8/2019,2/18/2019
001123,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,10/4/2021,,,
001124,Spring 2022,Real Estate Development - MS,Asian,Hispanic,Male,7/8/2021,,,
001125,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Female,7/11/2019,,,
001126,Fall 2021,Accounting - MS,Not Reported,Non-Hispanic,Male,9/30/2020,,,
001127,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,1/13/2022,2/16/2022,2/23/2022,
001128,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,10/15/2018,,,
001129,Fall 2019,Business Adminstration - MBA,Not Reported,Non-Hispanic,Female,1/3/2019,4/4/2019,4/12/2019,
001130,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,5/21/2022,6/21/2022,6/29/2022,
001131,Fall 2019,Business Adminstration - MBA,Asian,Hispanic,Male,1/10/2019,4/11/2019,5/3/2019,6/3/2019
001132,Fall 2020,Management - MS,White/Caucasian,Hispanic,Male,12/22/2019,2/14/2020,,
001133,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,10/7/2019,,,
001134,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,4/21/2020,5/28/2020,6/19/2020,7/31/2020
001135,Fall 2021,Accounting - MS,Not Reported,Non-Hispanic,Male,9/9/2019,9/21/2020,9/21/2020,
001136,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,6/4/2019,1/13/2020,2/8/2020,5/1/2020
001137,Fall 2020,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Female,6/27/2020,8/4/2020,8/18/2020,
001138,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Female,7/13/2020,9/27/2021,9/27/2021,
001139,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,12/14/2021,1/20/2022,,
001140,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,4/30/2020,6/2/2020,7/8/2020,
001141,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,12/11/2019,,,
001142,Spring 2021,Real Estate Development - MS,Asian,Non-Hispanic,Female,9/5/2020,10/9/2020,11/11/2020,12/7/2020
001143,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,8/31/2019,,,
001144,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,6/21/2022,6/30/2022,7/8/2022,7/10/2022
001145,Fall 2021,Finance - MS,White/Caucasian,Non-Hispanic,Male,3/9/2021,7/22/2021,7/30/2021,8/3/2021
001146,Fall 2021,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,5/17/2021,,,
001147,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,12/17/2020,11/1/2021,11/1/2021,
001148,Fall 2020,Accounting - M.S.,Native American,Non-Hispanic,Female,12/10/2019,,,
001149,Fall 2020,Business Administration - MBA,Pacific Islander,Non-Hispanic,Male,11/20/2019,1/13/2020,1/24/2020,6/18/2020
001150,Spring 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,8/20/2019,9/11/2019,4/15/2020,9/28/2019
001151,Fall 2019,Real Estate Development - MS,Black/African American,Hispanic,Male,5/19/2019,6/6/2019,6/8/2019,
001152,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,9/13/2021,,,
001153,Fall 2019,Accounting - MS,Two or More,Non-Hispanic,Female,2/6/2019,,,
001154,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,10/5/2018,2/12/2019,2/22/2019,
001155,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,11/7/2019,1/11/2022,1/25/2022,
001156,Fall 2019,Accounting - MS,White/Caucasian,Hispanic,Male,11/24/2018,2/13/2019,3/8/2019,5/30/2019
001157,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Male,1/31/2022,,,
001158,Fall 2020,Management - MS,Prefer to not respond,Hispanic,Male,12/14/2019,,,
001159,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,11/30/2020,2/23/2021,2/23/2021,3/4/2021
001160,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,6/27/2019,,,
001161,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,4/20/2021,,,
001162,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Male,8/4/2021,,,
001163,Fall 2020,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Female,3/4/2019,4/4/2019,10/4/2019,4/24/2019
001164,Fall 2022,Real Estate Development - MS,Asian,Non-Hispanic,Male,1/12/2022,4/6/2022,4/15/2022,
001165,Fall 2022,Finance - MS,Asian,Non-Hispanic,Male,11/30/2021,2/16/2022,,
001166,Fall 2020,Accounting - M.S.,Prefer to not respond,Non-Hispanic,Female,9/13/2019,11/13/2019,11/15/2019,
001167,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Female,10/9/2019,4/13/2020,4/17/2020,4/22/2020
001168,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Female,12/31/2020,9/20/2021,9/20/2021,4/17/2021
001169,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Male,9/18/2021,2/4/2022,,
001170,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,11/18/2021,,,
001171,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Female,9/17/2018,7/28/2020,8/3/2020,
001172,Fall 2021,Business Administration - MBA,White/Caucasian,Hispanic,Female,4/19/2020,9/22/2021,,
001173,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Female,6/17/2019,9/23/2020,9/23/2020,9/24/2020
001174,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,9/18/2018,,,
001175,"Fall	2021",Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,12/20/2020,1/25/2021,2/1/2021,
001176,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,3/31/2022,4/29/2022,5/13/2022,5/30/2022
001177,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,9/25/2019,7/28/2020,,
001178,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/26/2022,,,
001179,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,1/2/2020,7/2/2021,,
001180,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,8/22/2019,6/16/2020,,
001181,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,5/24/2021,6/7/2021,6/22/2021,6/22/2021
001182,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,7/12/2022,,,
001183,Spring 2022,Technology Management - MS,Asian,Non-Hispanic,Male,6/24/2021,7/2/2021,8/3/2021,8/17/2021
001184,Fall 2021,Finance - MS,Black/African American,Non-Hispanic,Male,5/17/2021,5/21/2021,6/4/2021,6/4/2021
001185,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,12/23/2020,,,
001186,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,3/15/2019,6/13/2019,6/26/2019,7/12/2019
001187,"Fall	2021",Finance - MS,Asian,Hispanic,Male,8/31/2020,,,
001188,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Female,9/28/2019,9/20/2021,9/20/2021,4/4/2022
001189,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/26/2021,,,
001190,Fall 2020,Business Administration - MBA,Two or More,Non-Hispanic,Female,11/27/2018,9/18/2019,9/18/2019,
001191,Spring 2020,Technology Management - MS,Asian,Non-Hispanic,Female,9/12/2019,10/4/2019,10/15/2019,10/15/2019
001192,Spring 2022,Technology Management - MS,Asian,Non-Hispanic,Male,11/17/2021,12/16/2021,12/17/2021,1/6/2022
001193,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,4/30/2019,6/4/2019,6/11/2019,7/14/2019
001194,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Female,10/19/2018,11/30/2018,2/8/2019,
001195,Fall 2021,Finance - MS,Black/African American,Non-Hispanic,Female,4/1/2020,6/4/2021,6/11/2021,
001196,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,10/25/2019,,,
001197,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Male,4/13/2020,,,
001198,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Male,8/15/2018,9/18/2019,9/18/2019,
001199,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,3/18/2019,,,
001200,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,11/27/2020,6/11/2021,6/16/2021,
001201,Fall 2020,Accounting - M.S.,Black/African American,Hispanic,Female,12/30/2019,2/4/2020,3/12/2020,3/25/2020
001202,Fall 2022,Business - PHD,Asian,Non-Hispanic,Male,3/15/2022,,,
001203,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,1/9/2019,4/9/2019,5/15/2019,5/17/2019
001204,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Female,2/12/2021,,,
001205,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,9/11/2019,,,
001206,Spring 2020,Technology Management - MS,Black/African American,Non-Hispanic,Female,9/30/2019,,,
001207,Spring 2021,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,7/20/2020,9/21/2020,9/21/2020,
001208,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Female,3/14/2022,4/28/2022,5/7/2022,5/15/2022
001209,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,8/19/2019,10/1/2019,10/11/2019,
001210,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,1/24/2019,4/15/2019,5/17/2019,
001211,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/26/2021,,,
001212,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,5/9/2020,5/29/2020,6/5/2020,
001213,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,2/26/2021,3/8/2021,3/9/2021,
001214,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,7/14/2019,10/16/2019,10/19/2019,
001215,Fall 2021,Business Administration - MBA,White/Caucasian,Hispanic,Male,3/14/2021,,,
001216,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Male,2/13/2019,4/4/2019,6/7/2019,
001217,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,8/15/2018,9/18/2019,9/18/2019,
001218,Fall 2021,Management - MS,Not Reported,Non-Hispanic,Male,6/25/2020,4/6/2021,,
001219,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,4/12/2022,,,
001220,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,8/21/2019,11/20/2019,11/26/2019,
001221,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/7/2020,,,
001222,Fall 2021,Finance - MS,White/Caucasian,Non-Hispanic,Male,7/5/2021,,,
,,,,,,,,,
001224,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Male,7/14/2020,9/21/2020 10:05,9/21/2020 10:05,
001225,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/12/2020,1/6/2021 12:02,1/15/2021 12:24,
001226,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,10/5/2021,1/5/2022 11:00,1/12/2022 14:15,
001227,Spring 2021,Technology Management - MS,Not Reported,Non-Hispanic,Male,11/14/2020,,,
001228,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,3/30/2019,,,
001229,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,6/20/2019,,,
001230,Spring 2021,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,4/16/2020,5/4/2020 9:45,5/15/2020 13:06,5/28/2020 0:00
001231,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,2/14/2021,3/31/2021 14:28,4/16/2021 16:08,
001232,Fall 2019,Accounting - MS,Not Reported,Hispanic,Female,9/20/2018,8/12/2019 8:14,,
001233,Fall 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,1/5/2022,7/14/2022 17:53,7/16/2022 15:18,7/18/2022 14:57
001234,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,11/25/2019,,,
001235,Fall 2021,Management - MS,White/Caucasian,Hispanic,Female,6/26/2019,4/27/2021 15:39,5/6/2021 11:30,5/6/2021 0:00
001236,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,3/9/2020,9/21/2020 11:06,9/21/2020 11:06,4/30/2020 0:00
001237,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Female,12/28/2021,,,
001238,Fall 2021,Accounting - MS,Black/African American,Non-Hispanic,Female,12/6/2020,,,
001239,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Female,1/10/2022,1/31/2022 11:31,,
001240,Fall 2020,Accounting - M.S.,Pacific Islander,Non-Hispanic,Male,8/15/2018,1/13/2020,1/17/2020,
001241,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Male,1/16/2019,1/26/2021 11:00,2/3/2021 11:30,2/8/2021 0:00
001242,Fall 2022,Finance - MS,Prefer to not respond,Non-Hispanic,Male,12/27/2021,2/1/2022 15:46,2/4/2022 11:10,
001243,Fall 2019,Management - MS,Asian,Non-Hispanic,Female,2/21/2019,,,
001244,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,9/23/2021,10/7/2021 9:32,12/7/2021 11:22,
001245,Fall 2021,Business Administration - MBA,Not Reported,Hispanic,Female,3/9/2020,4/15/2021 14:43,4/22/2021 16:53,4/22/2021 0:00
001246,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,1/8/2021,4/14/2021 21:01,4/21/2021 16:47,
001247,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,10/15/2018,3/4/2019 14:12,3/13/2019 10:45,3/5/2018 0:00
001248,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Male,1/9/2020,3/4/2022 14:45,3/18/2022 10:03,
001249,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Male,7/23/2019,5/24/2021 21:31,11/3/2021 9:01,7/13/2021 0:00
001250,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Female,1/21/2020,,,
001251,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,4/12/2021,2/7/2022 12:50,2/11/2022 10:40,
001252,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,4/27/2021,4/30/2021 10:07,5/7/2021 16:45,6/16/2021 0:00
001253,Fall 2021,Real Estate Development - MS,White/Caucasian,Hispanic,Female,11/5/2020,7/12/2021 10:17,7/20/2021 9:55,7/20/2021 0:00
001254,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Female,5/27/2020,6/29/2020,7/2/2020,
001255,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Female,12/29/2019,6/10/2020,6/10/2020,
001256,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/5/2019,6/21/2022 6:40,6/28/2022 12:00,7/1/2022 13:07
001257,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,2/5/2022,5/5/2022 9:46,5/13/2022 12:00,
001258,Fall 2020,Real Estate Development - MS,Asian,Non-Hispanic,Male,5/1/2020,5/20/2020,6/19/2020,
001259,Spring 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/8/2019,10/3/2019 14:28,10/23/2019 13:54,
001260,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Female,8/30/2018,5/13/2019 15:08,5/31/2019 19:03,6/25/2019 0:00
001261,Spring 2022,Technology Management - MS,White/Caucasian,Non-Hispanic,Female,1/10/2020,,,
001262,Fall 2019,Management - MS,Two or More,Hispanic,Male,6/26/2019,8/12/2019 8:14,8/12/2019 8:14,
001263,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,1/28/2020,3/10/2020,3/13/2020,3/24/2020
001264,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,12/16/2021,4/21/2022 9:49,4/28/2022 17:00,
001265,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,8/15/2018,3/18/2019 20:39,4/6/2019 16:38,4/26/2019 0:00
001266,Fall 2022,Finance - MS,White/Caucasian,Non-Hispanic,Male,1/30/2022,2/9/2022 16:08,2/11/2022 15:19,
001267,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/22/2019,,,
001268,Spring 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,10/28/2019,10/30/2019 9:43,11/5/2019 12:54,11/29/2019 0:00
001269,Fall 2021,Management - MS,Asian,Non-Hispanic,Female,9/24/2020,,,
001270,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,2/11/2020,,,
001271,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,11/17/2021,,,
001272,Fall 2022,Management - MS,Asian,Non-Hispanic,Female,12/31/2021,6/1/2022 10:52,,
001273,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,5/2/2020,6/3/2020,6/18/2020,7/6/2020
001274,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/25/2019,4/14/2021 11:25,4/21/2021 16:00,6/28/2021 0:00
001275,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,1/12/2020,2/17/2020,2/25/2020,6/15/2020
001276,Fall 2022,Business Administration - MBA,Prefer to not respond,Hispanic,Male,9/7/2020,5/31/2022 11:43,6/10/2022 12:00,6/17/2022 0:00
001277,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,1/27/2020,4/10/2020,,
001278,Fall 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,1/21/2022,5/20/2022 15:26,,
001279,Fall 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,4/24/2021,,,
001280,Fall 2021,Management - MS,White/Caucasian,Hispanic,Male,1/13/2021,,,
001281,Fall 2021,Finance - MS,Asian,Non-Hispanic,Male,5/11/2021,,,
001282,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/23/2020,2/9/2021 11:26,2/17/2021 11:45,
001283,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,10/5/2018,2/4/2019 15:10,3/8/2019 18:02,3/15/2019 0:00
001284,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,1/20/2022,5/5/2022 11:12,5/19/2022 11:06,7/4/2022 0:00
001285,Spring 2022,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,5/22/2020,5/10/2021 10:12,,
001286,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,6/26/2019,7/10/2019 13:31,7/23/2019 9:23,
001287,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,1/16/2021,,,
001288,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,12/16/2019,,,
001289,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,8/15/2018,8/12/2019 8:14,8/12/2019 8:14,
001290,Fall 2022,Business Administration - MBA,Two or More,Non-Hispanic,Male,1/2/2021,2/1/2022 10:04,2/17/2022 10:07,2/22/2022 0:00
001291,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,7/6/2020,,,
001292,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,10/4/2021,,,
001293,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Female,10/29/2018,12/4/2019,12/10/2019,12/10/2019
001294,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,10/15/2018,,,
001295,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,9/19/2020,11/5/2021 12:00,,
001296,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,2/4/2020,2/11/2020,3/26/2020,3/26/2020
001297,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/2/2019,5/20/2020,5/29/2020,6/3/2020
001298,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Male,10/13/2020,,,
001299,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,2/19/2020,7/2/2021 12:00,,
001300,Spring 2022,Technology Management - MS,Prefer to not respond,Hispanic,Male,7/23/2021,12/14/2021 15:12,12/17/2021 12:09,12/20/2021 0:00
001301,Fall 2022,Accounting - MS,Prefer to not respond,Non-Hispanic,Male,3/31/2021,9/29/2021 15:22,12/11/2021 10:28,12/12/2021 0:00
001302,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,7/4/2021,,,
001303,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/27/2020,,,
001304,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,4/15/2021,4/23/2021 9:43,5/8/2021 16:34,6/6/2021 0:00
001305,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,1/1/2020,2/11/2020,,
001306,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,12/7/2018,2/21/2019 11:57,3/21/2019 10:19,
001307,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,10/10/2018,2/22/2019 16:04,3/13/2019 11:08,4/30/2019 0:00
001308,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Male,12/2/2021,2/17/2022 9:18,,
001309,Fall 2022,Management - MS,White/Caucasian,Hispanic,Female,9/29/2020,8/9/2022 13:42,8/15/2022 23:45,8/16/2022 0:00
001310,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Female,2/14/2020,,,
001311,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,1/20/2021,2/24/2021 13:30,,
001312,Fall 2020,Management - MS,Asian,Non-Hispanic,Female,4/27/2020,,,
001313,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Female,10/29/2021,1/26/2022 15:00,2/3/2022 12:00,6/2/2022 0:00
001314,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Female,2/23/2019,,,
001315,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,12/9/2019,,,
001316,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,6/26/2021,7/13/2021 13:23,7/19/2021 9:30,8/11/2021 7:52
001317,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Male,2/22/2019,,,
001318,Fall 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,2/8/2022,2/25/2022 14:36,3/5/2022 12:00,3/7/2022 0:00
001319,Fall 2020,Real Estate Development - MS,Prefer to not respond,Hispanic,Male,7/20/2020,8/10/2020,8/12/2020,
001320,Fall 2020,Management - MS,Not Reported,Non-Hispanic,Female,5/22/2020,6/16/2020,6/30/2020,
001321,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,4/21/2020,5/5/2020,5/8/2020,5/21/2020
001322,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,12/11/2018,,,
001323,Fall 2022,Business Administration - MBA,Two or More,Non-Hispanic,Male,2/17/2022,4/6/2022 21:31,4/13/2022 17:00,4/14/2022 17:50
001324,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Female,8/15/2018,,,
001325,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,11/24/2021,2/7/2022 18:03,,
001326,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,10/3/2019,1/24/2020,2/25/2020,6/22/2020
001327,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,3/27/2019,7/1/2019 13:01,7/6/2019 10:16,
001328,Fall 2021,Business Administration - MBA,Two or More,Non-Hispanic,Male,1/2/2021,3/1/2021 16:12,,
001329,Spring 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,6/29/2019,9/11/2019 9:29,9/25/2019 14:21,11/8/2019 0:00
001330,Fall 2022,Finance - MS,White/Caucasian,Hispanic,Male,1/7/2022,2/28/2022 12:57,3/14/2022 13:58,4/28/2022 0:00
001331,Fall 2022,Finance - MS,Native American,Hispanic,Male,2/10/2022,5/9/2022 11:33,,
001332,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,7/6/2020,,,
001333,Fall 2022,Real Estate Development - MS,Asian,Non-Hispanic,Male,1/24/2022,3/8/2022 11:32,3/15/2022 12:00,
001334,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/8/2019,1/13/2020,1/17/2020,4/30/2020
001335,Fall 2021,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,5/27/2021,,,
001336,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,9/20/2018,6/28/2019 9:07,7/13/2019 16:52,7/14/2019 0:00
001337,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,4/2/2020,4/27/2020,5/1/2020,
001338,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,3/7/2019,3/20/2019 10:54,4/12/2019 14:45,4/22/2019 0:00
001339,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,1/8/2022,,,
001340,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Female,5/21/2020,5/29/2020,6/11/2020,6/15/2020
001341,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,7/6/2020,8/5/2020,8/11/2020,
